Index,PIN Code,Iteration Count,Salt,Verifier,Discriminator
0,73755689,10000,v+B2zZluewZmnuj1zA2u+u8PYYrNnYCNGZ831DxsNaw=,a9TR8GlTpv6kIODTDMjtDzYGc6jVGEuPYi1shXOq+OEEKI5HfmYr4wmJCwzu2S/Midth36SKTKmK+NHEnxGQdH49LSiDnmoaLzLb9b0fJxFqogsbPWS1NbkIYy0/BqGaMQ==,469
